"date","Primer cuartil","Mediana","Tercer cuartil"
2024-08-01,3.63,3.8,3.94
2024-09-01,3.62,3.76,3.91
2024-10-01,3.65,3.74,3.92
2024-11-01,3.58,3.78,3.84
2024-12-01,NA,NA,NA
2025-01-01,3.58,3.65,3.8
2025-02-01,3.58,3.7,3.85
2025-03-01,3.5,3.61,3.78
2025-04-01,3.41,3.56,3.7
2025-05-01,3.38,3.6,3.71
2025-06-01,3.42,3.6,3.76
