"sexenio","mean_growth"
"MMH (1982-1988)",0.0333333333333334
"CSG (1988-1994)",3.96458443607371
"EZPL (1994-2000)",3.60738297515608
"VFQ (2000-2006)",1.83614776614171
"FCH (2006-2012)",1.46027892714675
"EPN (2012-2018)",1.94803065772154
"AMLO (2018-2024)",1.09419765642517
"CSP (2024-2030)",0.799176075537
